date,open,high,low,close,volume
12/8/2010,81.9464,82.6844,81.6568,82.304,2946109
12/9/2010,82.8489,82.8489,81.4751,81.9179,2615891
12/10/2010,82.2472,82.2869,81.5943,82.2131,2080576
12/13/2010,82.3948,82.5424,81.8669,81.9066,2815233
12/14/2010,81.8953,82.8888,81.8953,82.7809,2850745
12/15/2010,82.3891,82.724,81.9235,82.1563,2640889
12/16/2010,82.2245,82.497,81.8328,82.0599,2481278
12/17/2010,82.1393,82.5991,81.9747,82.3153,5954088
12/20/2010,82.5368,82.6219,81.969,82.0372,2372255
12/21/2010,82.3096,82.8773,81.935,82.7354,2242863
12/22/2010,82.69,83.1101,82.6446,82.8547,2012289
12/23/2010,82.8206,83.0704,82.5027,82.8206,1439682
12/27/2010,82.3836,82.7128,82.3154,82.5084,1374483
12/28/2010,82.4913,82.9681,82.3494,82.7184,1603038
12/29/2010,82.8829,83.7345,82.7184,83.1782,2173982
12/30/2010,83.0874,83.5132,83.025,83.2634,1804636
12/31/2010,83.2974,83.4904,82.8602,83.3144,1763483
1/3/2011,83.5699,84.1319,83.5302,83.7232,2733763
1/4/2011,83.7686,84.1433,83.2463,83.814,3004715
